userid,movieid,ratings,timestamp,titles,genres
3452,1961,5,967240493,Rain Man (1988),Drama
3452,2716,5,967240493,Ghostbusters (1984),Comedy|Horror
3452,2762,5,1018042746,"Sixth Sense, The (1999)",Thriller
3453,144,3,975132764,"Brothers McMullen, The (1995)",Comedy
3453,2716,3,967773987,Ghostbusters (1984),Comedy|Horror
3453,2710,1,970196426,"Blair Witch Project, The (1999)",Horror
3454,110,5,968189073,Braveheart (1995),Action|Drama|War
3454,1589,3,968196284,Cop Land (1997),Crime|Drama|Mystery
3454,1587,4,970781397,Conan the Barbarian (1982),Action|Adventure
3455,1732,5,967233492,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
3455,2134,4,967233096,Weird Science (1985),Comedy
3455,1394,5,967233159,Raising Arizona (1987),Comedy
3456,2571,5,967231649,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3456,1909,5,967232030,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
3456,1591,5,967232217,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
3457,180,3,967230722,Mallrats (1995),Comedy
3457,1923,5,967230722,There's Something About Mary (1998),Comedy
3457,318,5,977503130,"Shawshank Redemption, The (1994)",Drama
3458,3354,4,967222463,Mission to Mars (2000),Sci-Fi
3458,1731,3,967225578,Mr. Magoo (1997),Comedy
3458,2394,4,967224394,"Prince of Egypt, The (1998)",Animation|Musical
3459,3536,3,1004775215,Keeping the Faith (2000),Comedy|Romance
3459,356,4,1004774435,Forrest Gump (1994),Comedy|Romance|War
3459,2916,4,1004774502,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
3460,36,5,967184716,Dead Man Walking (1995),Drama
3460,1206,5,967185158,"Clockwork Orange, A (1971)",Sci-Fi
3460,1200,4,967185518,Aliens (1986),Action|Sci-Fi|Thriller|War
3461,3702,4,967181082,Mad Max (1979),Action|Sci-Fi
3461,2947,5,967181145,Goldfinger (1964),Action
3461,3703,4,967181145,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
3462,1729,4,968707142,Jackie Brown (1997),Crime|Drama
3462,1584,2,968707391,Contact (1997),Drama|Sci-Fi
3462,2530,1,1043639818,Beneath the Planet of the Apes (1970),Action|Sci-Fi
3463,2355,4,967174526,"Bug's Life, A (1998)",Animation|Children's|Comedy
3463,3174,4,967174700,Man on the Moon (1999),Comedy|Drama
3463,2529,2,967174577,Planet of the Apes (1968),Action|Sci-Fi
3464,144,5,967247759,"Brothers McMullen, The (1995)",Comedy
3464,147,5,967247262,"Basketball Diaries, The (1995)",Drama
3464,2700,4,973282730,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
3465,110,5,967170050,Braveheart (1995),Action|Drama|War
3465,1566,3,967169042,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical
3465,2355,5,967169064,"Bug's Life, A (1998)",Animation|Children's|Comedy
3466,1196,4,967161298,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
3466,3101,5,967160734,Fatal Attraction (1987),Thriller
3466,3163,4,967161327,Topsy-Turvy (1999),Drama
3467,2580,3,967161005,Go (1999),Crime
3467,3196,5,967160818,Stalag 17 (1953),Drama|War
3467,2387,3,967159642,Very Bad Things (1998),Comedy|Crime
3468,2743,3,967155457,Native Son (1986),Drama
3468,2360,4,967155456,"Celebration, The (Festen) (1998)",Drama
3468,154,4,967156316,Belle de jour (1967),Drama
3469,2565,4,967231975,"King and I, The (1956)",Musical
3469,1909,4,967232103,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
3469,150,5,967228834,Apollo 13 (1995),Drama
3470,3527,3,967148369,Predator (1987),Action|Sci-Fi|Thriller
3470,2723,2,967150112,Mystery Men (1999),Action|Adventure|Comedy
3470,1777,4,967149902,"Wedding Singer, The (1998)",Comedy|Romance
3471,3504,3,1001387600,Network (1976),Comedy|Drama
3471,2560,2,968032621,Ravenous (1999),Drama|Horror
3471,2706,3,968032000,American Pie (1999),Comedy
3472,1203,5,967142613,12 Angry Men (1957),Drama
3472,527,5,967142525,Schindler's List (1993),Drama|War
3472,1037,1,967142288,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
3473,1758,5,967237405,Dangerous Beauty (1998),Drama
3473,2575,4,978366967,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",Drama
3473,3505,4,967555853,No Way Out (1987),Thriller
3474,2706,5,967131985,American Pie (1999),Comedy
3474,2701,2,967132522,Wild Wild West (1999),Action|Sci-Fi|Western
3474,2700,4,967132437,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
3475,1753,3,998250298,Half Baked (1998),Comedy
3475,1747,2,1016256498,Wag the Dog (1997),Comedy|Drama
3475,3359,2,1015736448,Breaking Away (1979),Drama
3476,3197,5,968806836,"Presidio, The (1988)",Action
3476,3194,3,967128835,"Way We Were, The (1973)",Drama
3476,3330,5,967136251,Splendor in the Grass (1961),Drama
3477,3199,4,967127060,Pal Joey (1957),Comedy|Musical|Romance
3477,2565,5,967127060,"King and I, The (1956)",Musical
3477,2558,2,967126865,Forces of Nature (1999),Comedy|Romance
3478,2351,2,967119325,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
3478,1542,4,967119096,Brassed Off (1996),Comedy|Drama|Romance
3478,1124,3,967119096,On Golden Pond (1981),Drama
3479,318,4,967088759,"Shawshank Redemption, The (1994)",Drama
3479,2710,2,967087858,"Blair Witch Project, The (1999)",Horror
3479,2716,3,967088084,Ghostbusters (1984),Comedy|Horror
3480,3345,4,967086749,"Charlie, the Lonesome Cougar (1967)",Adventure|Children's
3480,2393,4,967087375,Star Trek: Insurrection (1998),Action|Sci-Fi
3480,1393,3,967085915,Jerry Maguire (1996),Drama|Romance
3481,3386,3,968735387,JFK (1991),Drama|Mystery
3481,318,3,967074714,"Shawshank Redemption, The (1994)",Drama
3481,2599,5,967079726,Election (1999),Comedy
3482,2393,4,967069932,Star Trek: Insurrection (1998),Action|Sci-Fi
3482,2529,4,967069866,Planet of the Apes (1968),Action|Sci-Fi
3482,1580,5,967069901,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
3483,1747,3,986327015,Wag the Dog (1997),Comedy|Drama
3483,1597,4,967068784,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
3483,2540,3,971049747,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
3484,3355,1,967062841,"Ninth Gate, The (2000)",Thriller
3484,1750,1,967063218,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
3484,2542,4,967063451,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
3485,515,4,967094226,"Remains of the Day, The (1993)",Drama
3485,1387,4,967094494,Jaws (1975),Action|Horror
3485,3172,5,967060437,Ulysses (Ulisse) (1954),Adventure
3486,3545,5,967059405,Cabaret (1972),Musical|War
3486,2746,5,967059477,Little Shop of Horrors (1986),Comedy|Horror|Musical
3486,3549,4,967059477,Guys and Dolls (1955),Musical
3487,3362,4,967058186,Dog Day Afternoon (1975),Comedy|Crime|Drama
3487,2395,5,967058628,Rushmore (1998),Comedy
3487,145,3,967076030,Bad Boys (1995),Action
3488,1584,4,967050880,Contact (1997),Drama|Sci-Fi
3488,1590,2,967051033,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller
3488,2571,4,967050880,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3489,2396,3,967051888,Shakespeare in Love (1998),Comedy|Romance
3489,2700,4,967051888,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
3489,2701,2,967051923,Wild Wild West (1999),Action|Sci-Fi|Western
3490,123,5,967048888,Chungking Express (1994),Drama|Mystery|Romance
3490,1912,5,967048077,Out of Sight (1998),Action|Crime|Romance
3490,154,4,967049907,Belle de jour (1967),Drama
3491,1729,4,967066992,Jackie Brown (1997),Crime|Drama
3491,1580,4,967067275,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
3491,2528,4,967068383,Logan's Run (1976),Action|Adventure|Sci-Fi
3492,3545,4,970837154,Cabaret (1972),Musical|War
3492,3543,4,967046245,Diner (1982),Comedy|Drama
3492,2599,5,967046802,Election (1999),Comedy
3493,1586,3,967039753,G.I. Jane (1997),Action|Drama|War
3493,3365,3,967039789,"Searchers, The (1956)",Western
3493,2532,2,967040199,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
3494,3176,4,967038180,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3494,2706,4,967037929,American Pie (1999),Comedy
3494,2716,5,967038057,Ghostbusters (1984),Comedy|Horror
3495,3179,4,974834683,Angela's Ashes (1999),Drama
3495,2706,3,974834683,American Pie (1999),Comedy
3495,2712,4,967013798,Eyes Wide Shut (1999),Drama
3496,2502,4,967011244,Office Space (1999),Comedy|Romance
3496,104,3,967011171,Happy Gilmore (1996),Comedy
3496,1580,4,967011369,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
3497,2712,5,967095011,Eyes Wide Shut (1999),Drama
3497,3354,3,967095128,Mission to Mars (2000),Sci-Fi
3497,3512,4,967182274,Return to Me (2000),Drama|Romance
3498,2707,5,966998837,Arlington Road (1999),Thriller
3498,1093,5,967000651,"Doors, The (1991)",Drama|Musical
3498,101,5,966999191,Bottle Rocket (1996),Comedy
3499,2561,4,966997276,True Crime (1999),Crime|Thriller
3499,3361,1,967233961,Bull Durham (1988),Comedy
3499,2701,1,966996759,Wild Wild West (1999),Action|Sci-Fi|Western
3500,2918,3,966996585,Ferris Bueller's Day Off (1986),Comedy
3500,368,2,966996284,Maverick (1994),Action|Comedy|Western
3500,367,2,966996191,"Mask, The (1994)",Comedy|Crime|Fantasy
3501,1721,3,967042949,Titanic (1997),Drama|Romance
3501,1589,4,966997857,Cop Land (1997),Crime|Drama|Mystery
3501,2391,4,966997344,"Simple Plan, A (1998)",Crime|Thriller
3502,318,5,966992664,"Shawshank Redemption, The (1994)",Drama
3502,147,4,966990929,"Basketball Diaries, The (1995)",Drama
3502,3360,4,966991371,Hoosiers (1986),Drama
3503,145,3,966995042,Bad Boys (1995),Action
3503,3503,4,973466670,Solaris (Solyaris) (1972),Drama|Sci-Fi
3503,3362,4,969479344,Dog Day Afternoon (1975),Comedy|Crime|Drama
3504,3357,4,1024442738,East-West (Est-ouest) (1999),Drama|Romance
3504,2391,4,967051370,"Simple Plan, A (1998)",Crime|Thriller
3504,2539,3,967478408,Analyze This (1999),Comedy
3505,2539,3,979346923,Analyze This (1999),Comedy
3505,3357,2,966979852,East-West (Est-ouest) (1999),Drama|Romance
3505,141,4,979346987,"Birdcage, The (1996)",Comedy
3506,1036,3,966979527,Die Hard (1988),Action|Thriller
3506,2599,5,966979688,Election (1999),Comedy
3506,318,5,966978958,"Shawshank Redemption, The (1994)",Drama
3507,3361,4,966996943,Bull Durham (1988),Comedy
3507,3360,5,967177362,Hoosiers (1986),Drama
3507,3505,4,967153279,No Way Out (1987),Thriller
3508,1907,2,966974473,Mulan (1998),Animation|Children's
3508,1200,5,966974691,Aliens (1986),Action|Sci-Fi|Thriller|War
3508,2712,5,966974531,Eyes Wide Shut (1999),Drama
3509,2717,2,967478382,Ghostbusters II (1989),Comedy|Horror
3509,2571,5,966974647,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3509,2572,3,967226875,10 Things I Hate About You (1999),Comedy|Romance
3510,1909,3,966974401,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
3510,1917,3,966974272,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
3510,2324,5,967046711,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
3511,3507,4,966979295,"Odd Couple, The (1968)",Comedy
3511,3504,4,966976758,Network (1976),Comedy|Drama
3511,2398,4,966975733,Miracle on 34th Street (1947),Drama
3512,151,4,966977371,Rob Roy (1995),Drama|Romance|War
3512,302,4,967482979,Queen Margot (La Reine Margot) (1994),Drama|Romance
3512,1917,3,966974974,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
3513,141,4,967477735,"Birdcage, The (1996)",Comedy
3513,125,3,966973949,Flirting With Disaster (1996),Comedy
3513,1758,3,966976638,Dangerous Beauty (1998),Drama
3514,1952,5,966972639,Midnight Cowboy (1969),Drama
3514,1927,4,966972621,All Quiet on the Western Front (1930),War
3514,2728,4,966972037,Spartacus (1960),Drama
3515,1015,4,967060959,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
3515,150,5,967062316,Apollo 13 (1995),Drama
3515,318,3,966970147,"Shawshank Redemption, The (1994)",Drama
3516,2549,4,966967517,Wing Commander (1999),Action|Sci-Fi
3516,1748,3,966966938,Dark City (1998),Film-Noir|Sci-Fi|Thriller
3516,2571,4,966966717,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3517,1961,5,966961940,Rain Man (1988),Drama
3517,3360,5,966962111,Hoosiers (1986),Drama
3517,3361,5,966967756,Bull Durham (1988),Comedy
3518,156,5,966958372,Blue in the Face (1995),Comedy
3518,3512,4,992885435,Return to Me (2000),Drama|Romance
3518,1912,4,966958196,Out of Sight (1998),Action|Crime|Romance
3519,141,4,968602162,"Birdcage, The (1996)",Comedy
3519,1909,3,969989099,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
3519,3359,3,969997243,Breaking Away (1979),Drama
3520,176,4,966945894,Living in Oblivion (1995),Comedy
3520,1784,4,966946381,As Good As It Gets (1997),Comedy|Drama
3520,2729,3,998094828,Lolita (1962),Drama
3521,3361,5,966924200,Bull Durham (1988),Comedy
3521,1584,3,966920864,Contact (1997),Drama|Sci-Fi
3521,3341,5,966922359,Born Yesterday (1950),Comedy
3522,2571,5,966913691,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3522,2710,3,966914495,"Blair Witch Project, The (1999)",Horror
3522,2548,4,966915473,"Rage: Carrie 2, The (1999)",Horror
3523,1580,3,966909980,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
3523,527,3,966910750,Schindler's List (1993),Drama|War
3523,2529,5,966909980,Planet of the Apes (1968),Action|Sci-Fi
3524,3501,3,966907423,Murphy's Romance (1985),Comedy|Romance
3524,2702,3,970889544,Summer of Sam (1999),Drama
3524,2706,5,970889076,American Pie (1999),Comedy
3525,3354,2,966929168,Mission to Mars (2000),Sci-Fi
3525,3355,2,966929156,"Ninth Gate, The (2000)",Thriller
3525,2713,2,966978296,Lake Placid (1999),Horror|Thriller
3526,3199,3,967610897,Pal Joey (1957),Comedy|Musical|Romance
3526,1748,4,967612468,Dark City (1998),Film-Noir|Sci-Fi|Thriller
3526,1747,2,966904400,Wag the Dog (1997),Comedy|Drama
3527,3147,4,966901751,"Green Mile, The (1999)",Drama|Thriller
3527,3717,4,966901006,Gone in 60 Seconds (2000),Action|Crime
3527,3148,4,966901355,"Cider House Rules, The (1999)",Drama
3528,152,2,966900418,"Addiction, The (1995)",Horror
3528,2716,3,966900228,Ghostbusters (1984),Comedy|Horror
3528,1924,5,966901105,Plan 9 from Outer Space (1958),Horror|Sci-Fi
3529,2717,4,966898000,Ghostbusters II (1989),Comedy|Horror
3529,2532,2,966896337,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
3529,2533,3,966896337,Escape from the Planet of the Apes (1971),Action|Sci-Fi
3530,380,4,966895035,True Lies (1994),Action|Adventure|Comedy|Romance
3530,2000,4,966895350,Lethal Weapon (1987),Action|Comedy|Crime|Drama
3530,2001,4,966895350,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
3531,3505,5,966998069,No Way Out (1987),Thriller
3531,1957,5,966997804,Chariots of Fire (1981),Drama
3531,199,3,966997205,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical
3532,105,3,978231265,"Bridges of Madison County, The (1995)",Drama|Romance
3532,1721,5,978228311,Titanic (1997),Drama|Romance
3532,3186,4,978230610,"Girl, Interrupted (1999)",Drama
3533,2587,2,966889068,Life (1999),Comedy
3533,2580,3,967503299,Go (1999),Crime
3533,308,4,967502835,Three Colors: White (1994),Drama
3534,2000,4,966889074,Lethal Weapon (1987),Action|Comedy|Crime|Drama
3534,1036,5,966889042,Die Hard (1988),Action|Thriller
3534,2916,3,966889130,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
3535,2000,4,966885589,Lethal Weapon (1987),Action|Comedy|Crime|Drama
3535,1953,4,966885535,"French Connection, The (1971)",Action|Crime|Drama|Thriller
3535,1954,4,966885667,Rocky (1976),Action|Drama
3536,1753,2,966884686,Half Baked (1998),Comedy
3536,1912,5,966886153,Out of Sight (1998),Action|Crime|Romance
3536,2700,5,966885903,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
3537,3593,2,966883408,Battlefield Earth (2000),Action|Sci-Fi
3537,3721,1,966883323,Trixie (1999),Comedy
3537,2773,1,966883381,Alice and Martin (Alice et Martin) (1998),Drama
3538,1754,4,966883695,Fallen (1998),Action|Mystery|Thriller
3538,2558,2,966882946,Forces of Nature (1999),Comedy|Romance
3538,147,4,966885761,"Basketball Diaries, The (1995)",Drama
3539,122,3,966927353,Boomerang (1992),Comedy|Romance
3539,3347,4,967017897,Never Cry Wolf (1983),Drama
3539,2542,5,966929281,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
3540,1918,4,966881174,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama
3540,2395,5,967813696,Rushmore (1998),Comedy
3540,1591,5,966881213,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
3541,3504,4,966876349,Network (1976),Comedy|Drama
3541,318,5,966876153,"Shawshank Redemption, The (1994)",Drama
3541,3723,4,966875850,Hamlet (1990),Drama
3542,3300,3,966875069,Pitch Black (2000),Action|Sci-Fi
3542,3355,3,966875135,"Ninth Gate, The (2000)",Thriller
3542,3703,3,966874760,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
3543,2593,3,966868511,"Monster, The (Il Mostro) (1994)",Comedy
3543,3307,3,966868750,City Lights (1931),Comedy|Drama|Romance
3543,2727,4,966868480,Killer's Kiss (1955),Film-Noir
3544,1721,3,966866985,Titanic (1997),Drama|Romance
3544,2716,4,966866842,Ghostbusters (1984),Comedy|Horror
3544,110,5,966866263,Braveheart (1995),Action|Drama|War
3545,1721,1,966860005,Titanic (1997),Drama|Romance
3545,1387,4,966859300,Jaws (1975),Action|Horror
3545,3148,2,966858759,"Cider House Rules, The (1999)",Drama
3546,2571,4,967022348,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3546,3503,4,968007367,Solaris (Solyaris) (1972),Drama|Sci-Fi
3546,1912,4,967022236,Out of Sight (1998),Action|Crime|Romance
3547,3505,3,966912585,No Way Out (1987),Thriller
3547,2702,2,966833658,Summer of Sam (1999),Drama
3547,3330,4,966916633,Splendor in the Grass (1961),Drama
3548,3594,4,966825260,Center Stage (2000),Drama
3548,800,4,966824998,Lone Star (1996),Drama|Mystery
3548,3169,3,966824998,"Falcon and the Snowman, The (1984)",Drama
3549,3361,4,966825653,Bull Durham (1988),Comedy
3549,3114,3,966825452,Toy Story 2 (1999),Animation|Children's|Comedy
3549,2352,4,966825628,"Big Chill, The (1983)",Comedy|Drama
3550,2571,3,966999866,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3550,2572,4,1039445025,10 Things I Hate About You (1999),Comedy|Romance
3550,303,4,1009483684,"Quick and the Dead, The (1995)",Action|Adventure|Western
3551,1914,5,966823423,Smoke Signals (1998),Comedy|Drama
3551,1770,4,966822046,B. Monkey (1998),Romance|Thriller
3551,25,3,966823472,Leaving Las Vegas (1995),Drama|Romance
3552,3176,2,966818394,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3552,3747,4,966818231,Jesus' Son (1999),Drama
3552,3752,1,966818231,"Me, Myself and Irene (2000)",Comedy
3553,2571,5,966814057,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3553,2393,5,966814264,Star Trek: Insurrection (1998),Action|Sci-Fi
3553,1585,1,966814597,Love Serenade (1996),Comedy
3554,3676,4,966809237,Eraserhead (1977),Drama|Horror
3554,2300,3,966809099,"Producers, The (1968)",Comedy|Musical
3554,1136,4,966809099,Monty Python and the Holy Grail (1974),Comedy
3555,2370,4,966809534,"Emerald Forest, The (1985)",Action|Adventure|Drama
3555,2374,2,966810337,Gung Ho (1986),Comedy|Drama
3555,107,2,966809560,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical
3556,1722,3,966807348,Tomorrow Never Dies (1997),Action|Romance|Thriller
3556,165,3,966807444,Die Hard: With a Vengeance (1995),Action|Thriller
3556,164,4,966807968,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
3557,3363,5,966804244,American Graffiti (1973),Comedy|Drama
3557,2541,1,967410514,Cruel Intentions (1999),Drama
3557,2706,4,966805792,American Pie (1999),Comedy
3558,2571,5,966802376,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3558,2718,2,966804411,Drop Dead Gorgeous (1999),Comedy
3558,2716,5,966803721,Ghostbusters (1984),Comedy|Horror
3559,2766,3,966796348,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama
3559,1798,2,966795894,Hush (1998),Thriller
3559,1961,5,966795874,Rain Man (1988),Drama
3560,314,3,966797054,"Secret of Roan Inish, The (1994)",Drama
3560,318,5,966796126,"Shawshank Redemption, The (1994)",Drama
3560,3396,5,998254514,"Muppet Movie, The (1979)",Children's|Comedy
3561,2701,2,966797043,Wild Wild West (1999),Action|Sci-Fi|Western
3561,2700,3,966796781,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
3561,3501,5,966798245,Murphy's Romance (1985),Comedy|Romance
3562,1587,3,966786638,Conan the Barbarian (1982),Action|Adventure
3562,118,2,966793996,If Lucy Fell (1996),Comedy|Romance
3562,1732,1,966786411,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
3563,3370,3,966788101,Betrayed (1988),Drama|Thriller
3563,3361,3,966787901,Bull Durham (1988),Comedy
3563,2716,4,966787866,Ghostbusters (1984),Comedy|Horror
3564,2540,3,966997903,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
3564,1597,3,966997844,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
3564,1748,4,967313709,Dark City (1998),Film-Noir|Sci-Fi|Thriller
3565,336,4,966781558,"Walking Dead, The (1995)",Drama|War
3565,1591,3,966781319,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
3565,1750,3,966780920,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
3566,2366,3,966756005,King Kong (1933),Action|Adventure|Horror
3566,1721,4,966755298,Titanic (1997),Drama|Romance
3566,3360,4,966755227,Hoosiers (1986),Drama
3567,2580,4,966751617,Go (1999),Crime
3567,1956,1,966751766,Ordinary People (1980),Drama
3567,2598,3,966751107,Pushing Tin (1999),Comedy
3568,1748,4,966746316,Dark City (1998),Film-Noir|Sci-Fi|Thriller
3568,3366,4,966746061,Where Eagles Dare (1969),Action|Adventure|War
3568,1909,4,966746442,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
3569,2706,3,968212842,American Pie (1999),Comedy
3569,2560,4,966742352,Ravenous (1999),Drama|Horror
3569,3363,3,968211860,American Graffiti (1973),Comedy|Drama
3570,1235,4,966738743,Harold and Maude (1971),Comedy
3570,1230,3,966738537,Annie Hall (1977),Comedy|Romance
3570,2967,2,966739057,"Bad Seed, The (1956)",Drama|Thriller
3571,2701,1,966737987,Wild Wild West (1999),Action|Sci-Fi|Western
3571,2706,3,966737580,American Pie (1999),Comedy
3571,2709,5,966737844,Muppets From Space (1999),Children's|Comedy
3572,2352,4,966735109,"Big Chill, The (1983)",Comedy|Drama
3572,1704,5,966735976,Good Will Hunting (1997),Drama
3572,898,5,966735010,"Philadelphia Story, The (1940)",Comedy|Romance
3573,1017,4,966735386,Swiss Family Robinson (1960),Adventure|Children's
3573,135,1,966734735,Down Periscope (1996),Comedy
3573,2571,5,966734850,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3574,1587,4,966732114,Conan the Barbarian (1982),Action|Adventure
3574,3186,3,966731315,"Girl, Interrupted (1999)",Drama
3574,2529,4,966731648,Planet of the Apes (1968),Action|Sci-Fi
3575,1197,3,966719565,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
3575,3838,4,966719783,Phantasm III: Lord of the Dead (1994),Horror
3575,3839,4,966719760,Phantasm IV: Oblivion (1998),Horror
3576,3362,3,966719125,Dog Day Afternoon (1975),Comedy|Crime|Drama
3576,3363,5,966719249,American Graffiti (1973),Comedy|Drama
3576,1760,3,966722872,Spice World (1997),Comedy|Musical
3577,1722,2,966711056,Tomorrow Never Dies (1997),Action|Romance|Thriller
3577,2724,4,966710948,Runaway Bride (1999),Comedy|Romance
3577,168,5,966711122,First Knight (1995),Action|Adventure|Drama|Romance
3578,1747,3,966791139,Wag the Dog (1997),Comedy|Drama
3578,2542,2,966710795,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
3578,1732,4,966711103,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
3579,1907,3,966709606,Mulan (1998),Animation|Children's
3579,2701,3,966711344,Wild Wild West (1999),Action|Sci-Fi|Western
3579,145,4,966710630,Bad Boys (1995),Action
3580,2529,2,967388230,Planet of the Apes (1968),Action|Sci-Fi
3580,1917,5,966708544,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
3580,2571,5,966708103,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3581,1587,1,966699392,Conan the Barbarian (1982),Action|Adventure
3581,3702,2,966699779,Mad Max (1979),Action|Sci-Fi
3581,1909,3,966699892,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
3582,1376,4,966698508,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
3582,2193,5,966699531,Willow (1988),Action|Adventure|Fantasy
3582,1544,3,966699747,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
3583,1393,3,966696076,Jerry Maguire (1996),Drama|Romance
3583,3155,3,966696102,Anna and the King (1999),Drama|Romance
3583,899,4,966695682,Singin' in the Rain (1952),Musical|Romance
3584,42,4,966694570,Dead Presidents (1995),Action|Crime|Drama
3584,170,3,966694613,Hackers (1995),Action|Crime|Thriller
3584,3717,5,966694126,Gone in 60 Seconds (2000),Action|Crime
3585,3501,4,966694667,Murphy's Romance (1985),Comedy|Romance
3585,150,3,966698505,Apollo 13 (1995),Drama
3585,3363,3,966696734,American Graffiti (1973),Comedy|Drama
3586,3365,5,966691917,"Searchers, The (1956)",Western
3586,2398,4,966691824,Miracle on 34th Street (1947),Drama
3586,2558,1,966691505,Forces of Nature (1999),Comedy|Romance
3587,3578,4,966670105,Gladiator (2000),Action|Drama
3587,2916,5,966670761,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
3587,2762,4,966669790,"Sixth Sense, The (1999)",Thriller
3588,1952,3,966662808,Midnight Cowboy (1969),Drama
3588,10,5,966659895,GoldenEye (1995),Action|Adventure|Thriller
3588,1945,3,966660256,On the Waterfront (1954),Crime|Drama
3589,2393,4,966655251,Star Trek: Insurrection (1998),Action|Sci-Fi
3589,1590,1,966655904,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller
3589,1591,1,966655874,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
3590,2571,1,966652359,"Matrix, The (1999)",Action|Sci-Fi|Thriller
3590,150,4,966653321,Apollo 13 (1995),Drama
3590,153,4,966656156,Batman Forever (1995),Action|Adventure|Comedy|Crime
3591,2539,4,966646197,Analyze This (1999),Comedy
3591,122,3,966646836,Boomerang (1992),Comedy|Romance
